Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use
6059,Helicteres isora,Helicteres isora,"[['root', 'Intestinal diseases, parasitic'], ['root', 'Expectorants'], ['root', 'Fever'], ['root', 'Flatulence'], ['root', 'Furunculosis'], ['root', 'Gastrointestinal diseases'], ['root', 'Inflammatory bowel diseases'], ['root', 'Empyema'], ['root', 'Intestinal diseases'], ['root', 'Lactation disorders'], ['root', 'Vomiting'], ['root', 'Neoplasms'], ['root', 'Postnatal care'], ['root', 'Rabies'], ['root', 'Relaxation'], ['root', 'Scabies'], ['root', 'Snake bites'], ['root', 'Stomach diseases'], ['root', 'Vitiligo'], ['root', 'Dyspepsia'], ['root', 'Wounds and injuries'], ['root', 'Liver diseases'], ['root', 'Dysentery, amebic'], ['root', 'Bites and stings'], ['root', 'Diuretics'], ['root', 'Increased lactation'], ['leaf', 'Wounds and injuries'], ['leaf', 'Spondylosis'], ['root', 'Abdominal pain'], ['root', 'Abortifacient agents'], ['root', 'Analgesics'], ['leaf', 'Ulcer'], ['root', 'Anthelmintics'], ['root', 'Anti-bacterial agents'], ['None', 'Wounds and injuries'], ['root', 'Dysentery'], ['root', 'Antifungal agents'], ['root', 'Asthma'], ['root', 'Astringents'], ['root', 'Carbuncle'], ['root', 'Chest pain'], ['root', 'Cholera'], ['root', 'Colic'], ['root', 'Cough'], ['root', 'Demulcents'], ['root', 'Diabetes mellitus'], ['root', 'Diarrhea'], ['root', 'Anti-inflammatory agents'], ['seed', 'Abdominal pain'], ['None', 'Colic'], ['seed', 'Anti-bacterial agents'], ['seed', 'Scabies'], ['seed', 'Snake bites'], ['seed', 'Vomiting'], ['seed', 'Increased lactation'], ['seed', 'Otorrhea'], ['seed', 'Cooling effect on body'], ['stem', 'Anemia'], ['stem', 'Dysentery'], ['stem', 'Flatulence'], ['stem', 'Pruritus'], ['stem', 'Toothache'], ['None', 'Abdominal pain'], ['None', 'Astringents'], ['None', 'Carbuncle'], ['None', 'Cholera'], ['None', 'Demulcents'], ['None', 'Diarrhea'], ['None', 'Dysentery'], ['None', 'Intestinal diseases, parasitic'], ['None', 'Stomach diseases'], ['leaf', 'Sprains and strains'], ['seed', 'Pregnancy complications'], ['seed', 'Poliovirus'], ['seed', 'Paralysis'], ['seed', 'Pain'], ['seed', 'Antirheumatic agents'], ['seed', 'Astringents'], ['seed', 'Breast diseases'], ['seed', 'Bronchitis'], ['seed', 'Colic'], ['seed', 'Cough'], ['seed', 'Demulcents'], ['seed', 'Diabetes mellitus'], ['seed', 'Diarrhea'], ['seed', 'Dysentery'], ['seed', 'Hair loss'], ['seed', 'Dyspepsia'], ['seed', 'Expectorants'], ['seed', 'Fever'], ['seed', 'Flatulence'], ['seed', 'Hemorrhage'], ['seed', 'Inflammatory bowel diseases'], ['seed', 'Intestinal diseases, parasitic'], ['seed', 'Labor pain'], ['seed', 'Malnutrition'], ['seed', 'Muscular diseases'], ['seed', 'Musculoskeletal diseases'], ['seed', 'Epilepsy'], ['leaf', 'Skin diseases'], ['leaf', 'Diabetes mellitus'], ['leaf', 'Pruritus'], ['bark', 'Pharyngitis'], ['bark', 'Respiratory tract diseases'], ['bark', 'Scabies'], ['bark', 'Snake bites'], ['bark', 'Sprains and strains'], ['bark', 'Stomach diseases'], ['bark', 'Toothbrushing'], ['bark', 'Ulcer'], ['bark', 'Vomiting'], ['bark', 'Wounds and injuries'], ['bark', 'Increased lactation'], ['bark', 'Spondylosis'], ['flower', 'Anemia'], ['fruit', 'Abdominal pain'], ['fruit', 'Angiotensin-converting enzyme inhibitors'], ['fruit', 'Anthelmintics'], ['fruit', 'Anti-bacterial agents'], ['fruit', 'Anti-inflammatory agents'], ['fruit', 'Antiparasitic agents'], ['fruit', 'Appetite stimulants'], ['fruit', 'Asthma'], ['bark', 'Paralysis'], ['fruit', 'Astringents'], ['bark', 'Lipid peroxidation'], ['bark', 'Intestinal diseases, parasitic'], ['leaf', 'Scabies'], ['aerial part', 'Parasympatholytics'], ['bark', 'Fissure'], ['bark', 'Abdominal pain'], ['bark', 'Anemia'], ['bark', 'Antioxidants'], ['bark', 'Astringents'], ['bark', 'Common cold'], ['bark', 'Cough'], ['bark', 'Demulcents'], ['bark', 'Diabetes mellitus'], ['bark', 'Diarrhea'], ['bark', 'Dysentery'], ['bark', 'Dyspepsia'], ['bark', 'Ear diseases'], ['bark', 'Empyema'], ['bark', 'Erectile dysfunction'], ['bark', 'Expectorants'], ['bark', 'Hyperlipidemias'], ['bark', 'Inflammatory bowel diseases'], ['bark', 'Intestinal diseases'], ['bark', 'Lactation'], ['fruit', 'Avian myeloblastosis virus'], ['bark', 'Chest pain'], ['fruit', 'Contraceptive agents'], ['fruit', 'Skin diseases'], ['fruit', 'Stomach diseases'], ['fruit', 'Toothbrushing'], ['fruit', 'Ulcer'], ['fruit', 'Colic'], ['fruit', 'Wound healing'], ['fruit', 'Wounds and injuries'], ['fruit', 'Increased lactation'], ['fruit', 'Spondylosis'], ['leaf', 'Fissure'], ['leaf', 'Abdominal pain'], ['leaf', 'Anemia'], ['leaf', 'Anthelmintics'], ['leaf', 'Diarrhea'], ['leaf', 'Paralysis'], ['leaf', 'Dysentery'], ['leaf', 'Earache'], ['leaf', 'Eczema'], ['leaf', 'Erectile dysfunction'], ['leaf', 'Lactation'], ['leaf', 'Malnutrition'], ['fruit', 'Scabies'], ['fruit', 'Respiratory tract infections'], ['fruit', 'Vomiting'], ['fruit', 'Parasympatholytics'], ['fruit', 'Cough'], ['fruit', 'Demulcents'], ['fruit', 'Diabetes mellitus'], ['fruit', 'Respiratory tract diseases'], ['fruit', 'Dysentery'], ['fruit', 'Dyspepsia'], ['fruit', 'Endophthalmitis'], ['fruit', 'Epistaxis'], ['fruit', 'Erectile dysfunction'], ['fruit', 'Fever'], ['fruit', 'Flatulence'], ['fruit', 'Diarrhea'], ['fruit', 'Hemorrhage'], ['fruit', 'Hemostasis'], ['fruit', 'Hypnotics and sedatives'], ['fruit', 'Inflammation'], ['fruit', 'Inflammatory bowel diseases'], ['fruit', 'Intestinal diseases'], ['fruit', 'Intestinal diseases, parasitic'], ['fruit', 'Lactation'], ['fruit', 'Lipid peroxidation'], ['fruit', 'Paralysis'], ['fruit', 'Gastrointestinal diseases']]"
6066,Heliotropium arborescens,Heliotropium arborescens,"[['None', 'Antineoplastic agents']]"
6067,Heliotropium bacciferum,Heliotropium bacciferum,"[['None', 'Skin diseases'], ['None', 'Anti-inflammatory agents'], ['None', 'Parasympatholytics']]"
6074,Heliotropium crispum,Heliotropium crispum,"[['None', 'Anti-inflammatory agents'], ['None', 'Parasympatholytics'], ['None', 'Skin diseases']]"
6075,Heliotropium curassavicum,Heliotropium curassavicum,"[['leaf', 'Anticonvulsants'], ['root', 'Wounds and injuries']]"
6076,Heliotropium ellipticum,Heliotropium ellipticum,"[['None', 'Ulcer'], ['None', 'Snake bites'], ['None', 'Scorpion stings'], ['None', 'Anti-poisoning'], ['None', 'Hypertension'], ['shoot', 'Furunculosis'], ['None', 'Emetics'], ['root', 'Hypertension'], ['root', 'Antineoplastic agents'], ['leaf', 'Earache'], ['leaf', 'Conjunctivitis'], ['aerial part', 'Antifungal agents'], ['aerial part', 'Anti-bacterial agents'], ['root', 'Wounds and injuries']]"
6077,Heliotropium indicum,Heliotropium indicum,"[['whole plant', 'Furunculosis'], ['whole plant', 'Snake bites'], ['whole plant', 'Ulcer'], ['whole plant', 'Wounds and injuries'], ['None', 'Abortifacient agents'], ['None', 'Antifungal agents'], ['None', 'Analgesics'], ['None', 'Anti-bacterial agents'], ['whole plant', 'Eye pain'], ['None', 'Antineoplastic agents'], ['None', 'Antirheumatic agents'], ['None', 'Acne vulgaris'], ['whole plant', 'Diuretics'], ['seed', 'Snake bites'], ['shoot', 'Edema'], ['root', 'Eye diseases'], ['seed', 'Scorpion stings'], ['seed', 'Parasympatholytics'], ['seed', 'Hypotension'], ['seed', 'Ganglionic blockers'], ['seed', 'Appetite stimulants'], ['seed', 'Abdominal pain'], ['root', 'Snake bites'], ['root', 'Scorpion stings'], ['root', 'Oxytocics'], ['root', 'Graves ophthalmopathy'], ['root', 'Fever'], ['root', 'Fatigue'], ['whole plant', 'Analgesics'], ['None', 'Astringents'], ['None', 'Contraceptive agents'], ['None', 'Central nervous system diseases'], ['None', 'Wounds and injuries'], ['None', 'Wound healing'], ['None', 'Uveitis'], ['None', 'Urticaria'], ['None', 'Ulcer'], ['None', 'Typhoid fever'], ['None', 'Tonsillitis'], ['None', 'Tinea pedis'], ['None', 'Skin diseases, infectious'], ['None', 'Skin diseases'], ['None', 'Scorpion stings'], ['None', 'Anti-poisoning'], ['None', 'Pharyngitis'], ['None', 'Bites and stings'], ['None', 'Periodontal diseases'], ['None', 'Menstruation-inducing agents'], ['None', 'Leukemia'], ['None', 'Insect bites and stings'], ['None', 'Inflammation'], ['None', 'Gingivitis'], ['None', 'Furunculosis'], ['None', 'Fever'], ['None', 'Eye diseases'], ['None', 'Endophthalmitis'], ['None', 'Emollients'], ['None', 'Eczema'], ['None', 'Diuretics'], ['None', 'Digestive system diseases'], ['None', 'Oxytocics'], ['root', 'Expectorants'], ['leaf', 'Enema'], ['root', 'Cough'], ['leaf', 'Conjunctivitis'], ['leaf', 'Chest pain'], ['leaf', 'Breast neoplasms'], ['leaf', 'Bites and stings'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Anti-infective agents, local'], ['leaf', 'Antifungal agents'], ['leaf', 'Anticonvulsants'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Anthelmintics'], ['leaf', 'Anemia'], ['leaf', 'Analgesics'], ['leaf', 'Acne vulgaris'], ['leaf', 'Abscess'], ['leaf', 'Abortifacient agents'], ['leaf', 'Abdominal pain'], ['fruit', 'Wounds and injuries'], ['fruit', 'Furunculosis'], ['flower', 'Scorpion stings'], ['flower', 'Menstruation-inducing agents'], ['flower', 'Menorrhagia'], ['flower', 'Insecticides'], ['flower', 'Conjunctivitis'], ['flower', 'Abortifacient agents'], ['aerial part', 'Fever'], ['leaf', 'Dandruff'], ['aerial part', 'Colic'], ['leaf', 'Diarrhea'], ['leaf', 'Epilepsy'], ['root', 'Common cold'], ['root', 'Bronchitis'], ['root', 'Aphrodisiacs'], ['root', 'Antirheumatic agents'], ['root', 'Antipyretics'], ['root', 'Anti-inflammatory agents'], ['root', 'Antifungal agents'], ['leaf', 'Wounds and injuries'], ['leaf', 'Urticaria'], ['leaf', 'Ulcer'], ['leaf', 'Sprains and strains'], ['leaf', 'Snake bites'], ['leaf', 'Skin ulcer'], ['leaf', 'Skin diseases'], ['leaf', 'Scorpion stings'], ['leaf', 'Pruritus'], ['leaf', 'Periodontal diseases'], ['leaf', 'Pain'], ['leaf', 'Insecticides'], ['leaf', 'Insect bites and stings'], ['leaf', 'Inflammation'], ['leaf', 'Hemorrhage'], ['leaf', 'Gonorrhea'], ['leaf', 'Gingivitis'], ['leaf', 'Furunculosis'], ['leaf', 'Fever'], ['leaf', 'Erysipelas'], ['leaf', 'Diuretics'], ['root', 'Endophthalmitis']]"
6078,Heliotropium keralense,Heliotropium keralense,"[['leaf', 'Scorpion stings']]"
6079,Heliotropium marifolium,Heliotropium marifolium,"[['leaf', 'Dandruff'], ['leaf', 'Scorpion stings'], ['root', 'Antineoplastic agents'], ['root', 'Antiviral agents'], ['shoot', 'Dandruff'], ['shoot', 'Ulcer'], ['tuber', 'Ulcer'], ['whole plant', 'Anti-bacterial agents'], ['None', 'Antifungal agents'], ['None', 'Labor pain'], ['None', 'Parturition']]"
6082,Heliotropium ovalifolium,Heliotropium ovalifolium,"[['None', 'Vomiting'], ['None', 'Syphilis'], ['None', 'Anti-poisoning'], ['leaf', 'Antifungal agents'], ['aerial part', 'Anti-inflammatory agents'], ['None', 'Diarrhea']]"
6083,Hippophae rhamnoides,Elaeagnus rhamnoides,"[['leaf', 'Nootropic agents'], ['None', 'Wounds and injuries'], ['seed', 'Hyperlipidemias'], ['seed', 'Brain diseases'], ['seed', 'Antioxidants'], ['seed', 'Anti-bacterial agents'], ['leaf', 'Platelet aggregation inhibitors'], ['leaf', 'Radiation-protective agents'], ['leaf', 'Liver diseases'], ['fruit', 'Stomach ulcer'], ['leaf', 'Antioxidants'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Anti-bacterial agents'], ['fruit', 'Child health'], ['fruit', 'Wounds and injuries'], ['fruit', 'Sunburn'], ['fruit', 'Stress, physiological'], ['seed', 'Vasodilator agents'], ['fruit', 'Stomach diseases'], ['leaf', 'Antiviral agents'], ['None', 'Anti-bacterial agents'], ['None', 'Emollients'], ['None', 'Appetite stimulants'], ['None', 'Wound healing'], ['None', 'Sunburn'], ['None', 'Stomach ulcer'], ['None', 'Skin diseases'], ['None', 'Skin care'], ['None', 'Pain'], ['None', 'Oxytocics'], ['None', 'Neoplasms'], ['None', 'Muscle weakness'], ['None', 'Lung diseases'], ['None', 'Inflammation'], ['None', 'Hypothermia'], ['None', 'Exanthema'], ['fruit', 'Skin diseases'], ['None', 'Eczema'], ['None', 'Diuretics'], ['None', 'Digestive system diseases'], ['None', 'Central nervous system diseases'], ['None', 'Burns'], ['None', 'Antioxidants'], ['fruit', 'Rectal diseases'], ['seed', 'Hypoglycemic agents'], ['fruit', 'Radiation injuries'], ['fruit', 'Common cold'], ['fruit', 'Cholesterol'], ['fruit', 'Chest pain'], ['fruit', 'Chemoprevention'], ['fruit', 'Burns'], ['fruit', 'Asthma'], ['fruit', 'Appetite stimulants'], ['fruit', 'Apoptosis'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Antitussive agents'], ['fruit', 'Antineoplastic agents'], ['fruit', 'Antimutagenic agents'], ['fruit', 'Abdominal pain'], ['bark', 'Wounds and injuries'], ['bark', 'Ulcer'], ['bark', 'Skin diseases'], ['bark', 'Hematologic diseases'], ['bark', 'Antineoplastic agents'], ['fruit', 'Radiation-protective agents'], ['fruit', 'Cosmetics'], ['fruit', 'Cough'], ['bark', 'Fibrosarcoma'], ['fruit', 'Digestive system diseases'], ['fruit', 'Diarrhea'], ['fruit', 'Pregnancy'], ['fruit', 'Periodontal diseases'], ['fruit', 'Neoplasms'], ['fruit', 'Mouth diseases'], ['fruit', 'Menstruation disturbances'], ['fruit', 'Menstrual cycle'], ['fruit', 'Malnutrition'], ['fruit', 'Lung diseases'], ['fruit', 'Liver diseases'], ['fruit', 'Pharyngitis'], ['fruit', 'Influenza, human'], ['fruit', 'Jaundice'], ['fruit', 'Exanthema'], ['fruit', 'Fever'], ['fruit', 'Erectile dysfunction'], ['fruit', 'Hemostatics'], ['fruit', 'Hyperlipidemias'], ['fruit', 'Immunomodulation'], ['fruit', 'Headache'], ['fruit', 'Dyspnea']]"
6085,Heliotropium ramosissimum,Heliotropium crispum,"[['None', 'Anti-inflammatory agents'], ['None', 'Parasympatholytics'], ['None', 'Skin diseases']]"
6089,Heliotropium strigosum,Heliotropium strigosum,"[['whole plant', 'Scorpion stings'], ['whole plant', 'Snake bites'], ['None', 'Eye pain'], ['whole plant', 'Ulcer'], ['whole plant', 'Wounds and injuries'], ['None', 'Diuretics'], ['None', 'Eye infections'], ['None', 'Snake bites'], ['None', 'Laxatives'], ['None', 'Mental disorders'], ['None', 'Pain'], ['None', 'Periodontal diseases'], ['None', 'Suppuration'], ['whole plant', 'Periodontal diseases'], ['None', 'Wounds and injuries'], ['None', 'Hemorrhoids'], ['whole plant', 'Insect bites and stings'], ['leaf', 'Ulcer'], ['whole plant', 'Eye pain'], ['bark', 'Periodontal diseases'], ['bark', 'Snake bites'], ['bark', 'Ulcer'], ['bark', 'Wounds and injuries'], ['leaf', 'Periodontal diseases'], ['leaf', 'Snake bites'], ['whole plant', 'Furunculosis'], ['leaf', 'Wounds and injuries'], ['root', 'Periodontal diseases'], ['root', 'Snake bites'], ['root', 'Ulcer'], ['root', 'Wounds and injuries'], ['shoot', 'Toothache'], ['whole plant', 'Bites and stings'], ['whole plant', 'Diuretics'], ['root', 'Lactation disorders']]"
6091,Heliotropium subulatum,Heliotropium zeylanicum,"[['None', 'Antineoplastic agents'], ['None', 'Hypoglycemic agents'], ['None', 'Antifungal agents'], ['None', 'Diabetes mellitus'], ['None', 'Anthelmintics'], ['aerial part', 'Antifungal agents'], ['None', 'Anti-bacterial agents'], ['aerial part', 'Anti-bacterial agents']]"
6092,Heliotropium supinum,Heliotropium supinum,"[['None', 'Wounds and injuries'], ['None', 'Laxatives'], ['None', 'Furunculosis'], ['None', 'Eye diseases'], ['None', 'Ear diseases'], ['whole plant', 'Anthelmintics'], ['seed', 'Insecticides'], ['leaf', 'Fever'], ['leaf', 'Common cold'], ['aerial part', 'Snake bites'], ['None', 'Diuretics']]"
6093,Heliotropium zeylanicum,Heliotropium zeylanicum,"[['None', 'Diabetes mellitus'], ['None', 'Hypoglycemic agents'], ['None', 'Antineoplastic agents'], ['None', 'Antifungal agents'], ['None', 'Anthelmintics'], ['aerial part', 'Antifungal agents'], ['aerial part', 'Anti-bacterial agents'], ['None', 'Anti-bacterial agents']]"
6106,Hemerocallis fulva,Hemerocallis fulva,"[['flower', 'Analgesics'], ['root', 'Anti-infective agents'], ['root', 'Wounds and injuries']]"
6110,Hemidesmus indicus,Hemidesmus indicus,"[['root', 'Diaphoretic'], ['root', 'Wounds and injuries'], ['root', 'Wound healing'], ['root', 'Tonsillitis'], ['root', 'Vomiting'], ['root', 'Vitiligo'], ['root', 'Urinary bladder diseases'], ['root', 'Urinary tract infections'], ['root', 'Urinary calculi'], ['root', 'Ulcer'], ['root', 'Tranquilizing agents'], ['root', 'Toothache'], ['root', 'Urination disorders'], ['root', 'Cooling effect on body'], ['stem', 'Genital diseases, female'], ['seed', 'Kidney diseases'], ['stem', 'Jaundice'], ['stem', 'Inflammation'], ['stem', 'Headache'], ['root', 'Tongue diseases'], ['stem', 'Gastrointestinal diseases'], ['stem', 'Galactogogues'], ['seed', 'Brain diseases'], ['stem', 'Fever'], ['stem', 'Antimutagenic agents'], ['shoot', 'Galactogogues'], ['seed', 'Diaphoretic'], ['seed', 'Vitiligo'], ['seed', 'Syphilis'], ['seed', 'Liver diseases'], ['stem', 'Asthma'], ['root', 'Thirst'], ['root', 'Pyelonephritis'], ['root', 'Stomatitis, aphthous'], ['stem', 'Kidney diseases'], ['root', 'Lymphadenitis'], ['root', 'Malnutrition'], ['root', 'Menstruation disturbances'], ['root', 'Migraine disorders'], ['root', 'Mucus discharge'], ['root', 'Nausea'], ['root', 'Nephritis'], ['root', 'Night blindness'], ['root', 'Oral ulcer'], ['root', 'Pain'], ['root', 'Pharyngitis'], ['root', 'Increase physical endurance, strength and stamina'], ['root', 'Anti-poisoning'], ['root', 'Syphilis'], ['root', 'Polyuria'], ['root', 'Pregnancy complications'], ['root', 'Prenatal care'], ['root', 'Pruritus'], ['root', 'Psoriasis'], ['root', 'Radiation-protective agents'], ['root', 'General tonic for rejuvenation'], ['root', 'Scorpion stings'], ['root', 'Sexually transmitted diseases'], ['root', 'Skin diseases'], ['root', 'Snake bites'], ['root', 'Sprains and strains'], ['root', 'Stomach diseases'], ['root', 'Stomach ulcer'], ['root', 'Stomatitis'], ['root', 'Postnatal care'], ['stem', 'Laxatives'], ['None', 'Psoriasis'], ['stem', 'Sexually transmitted diseases'], ['None', 'Fractures, bone'], ['None', 'Furunculosis'], ['None', 'Gastrointestinal diseases'], ['None', 'Gonorrhea'], ['None', 'Headache'], ['None', 'Hematologic diseases'], ['None', 'Hemiplegia'], ['None', 'Hypertension'], ['None', 'Hypolipidemic agents'], ['None', 'Inflammatory bowel diseases'], ['None', 'Jaundice'], ['None', 'Leprosy'], ['None', 'Leukorrhea'], ['None', 'Lithiasis'], ['None', 'Flatulence'], ['None', 'Menorrhagia'], ['None', 'Nausea'], ['None', 'Neoplasms'], ['None', 'Pain'], ['root', 'Liver diseases'], ['None', 'General tonic for rejuvenation'], ['None', 'Scorpion stings'], ['None', 'Sexually transmitted diseases'], ['None', 'Skin diseases'], ['None', 'Snake bites'], ['None', 'Syphilis'], ['None', 'Tongue diseases'], ['None', 'Ulcer'], ['None', 'Urologic diseases'], ['None', 'Vomiting'], ['None', 'Menstruation disturbances'], ['stem', 'Neoplasms'], ['None', 'Fever'], ['None', 'Fatigue'], ['stem', 'Skin diseases'], ['stem', 'Syphilis'], ['stem', 'Toothache'], ['stem', 'Wounds and injuries'], ['stem', 'Diaphoretic'], ['whole plant', 'Anti-inflammatory agents'], ['None', 'Abdominal neoplasms'], ['None', 'Abdominal pain'], ['None', 'Hair loss'], ['None', 'Anorexia'], ['None', 'Anti-bacterial agents'], ['None', 'Anti-inflammatory agents'], ['None', 'Antiparasitic agents'], ['None', 'Antipyretics'], ['None', 'Female urogenital diseases'], ['None', 'Antirheumatic agents'], ['None', 'Appetite stimulants'], ['None', 'Cardiovascular system'], ['None', 'Common cold'], ['None', 'Cough'], ['None', 'Demulcents'], ['None', 'Diabetes mellitus'], ['None', 'Diarrhea'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Dysentery, amebic'], ['None', 'Dyspepsia'], ['None', 'Dyspnea'], ['None', 'Edema'], ['None', 'Elephantiasis'], ['None', 'Antiviral agents'], ['root', 'Lipid peroxidation'], ['root', 'Urologic diseases'], ['root', 'Leprosy'], ['leaf', 'Nephritis'], ['leaf', 'Pregnancy complications'], ['leaf', 'Pruritus'], ['leaf', 'Pyelonephritis'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Sexually transmitted diseases'], ['leaf', 'Skin diseases'], ['leaf', 'Stomach ulcer'], ['leaf', 'Stomatitis, aphthous'], ['leaf', 'Syphilis'], ['leaf', 'Tongue diseases'], ['leaf', 'Urologic diseases'], ['leaf', 'Vitiligo'], ['leaf', 'Vomiting'], ['leaf', 'Neoplasms'], ['leaf', 'Wounds and injuries'], ['rhizome', 'Abdominal pain'], ['rhizome', 'Fever'], ['root', 'Fissure'], ['root', 'Abdominal pain'], ['root', 'Abortifacient agents'], ['root', 'Abortion, spontaneous'], ['root', 'Abscess'], ['root', 'Hair loss'], ['root', 'Analgesics'], ['root', 'Anemia'], ['root', 'Angiotensin-converting enzyme inhibitors'], ['root', 'Anorexia'], ['root', 'Anthelmintics'], ['root', 'Anti-bacterial agents'], ['plant exudate', 'Eye diseases'], ['root', 'Anticoagulants'], ['leaf', 'Low back pain'], ['leaf', 'Jaundice'], ['aerial part', 'Chemoprevention'], ['bark', 'Fever'], ['bark', 'Rickets'], ['flower', 'Leukorrhea'], ['flower', 'Tongue diseases'], ['fruit', 'Antipyretics'], ['fruit', 'Common cold'], ['fruit', 'Cough'], ['leaf', 'Abdominal pain'], ['leaf', 'Anemia'], ['leaf', 'Angiotensin-converting enzyme inhibitors'], ['leaf', 'Antioxidants'], ['leaf', 'Antipyretics'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Lactation'], ['leaf', 'Arthralgia'], ['leaf', 'Common cold'], ['leaf', 'Cough'], ['leaf', 'Diarrhea'], ['leaf', 'Dysentery'], ['leaf', 'Emaciation'], ['leaf', 'Endophthalmitis'], ['leaf', 'Eye diseases'], ['leaf', 'Fever'], ['leaf', 'Galactogogues'], ['leaf', 'Gonorrhea'], ['leaf', 'Headache'], ['leaf', 'Hematologic diseases'], ['leaf', 'Hemorrhoids'], ['leaf', 'Insecticides'], ['leaf', 'Asthma'], ['root', 'Antifungal agents'], ['rhizome', 'General tonic for rejuvenation'], ['root', 'Anti-inflammatory agents'], ['root', 'Erectile dysfunction'], ['root', 'Expectorants'], ['root', 'Fatigue'], ['root', 'Female urogenital diseases'], ['root', 'Fertility agents'], ['root', 'Fever'], ['root', 'Flatulence'], ['root', 'Galactogogues'], ['root', 'Gastritis'], ['root', 'Gastrointestinal diseases'], ['root', 'Gastrointestinal tract'], ['root', 'Anti-infective agents, local'], ['root', 'Gonorrhea'], ['root', 'Gout'], ['root', 'Epilepsy'], ['root', 'Graves ophthalmopathy'], ['root', 'Heart diseases'], ['root', 'Helminthiasis'], ['root', 'Hematologic diseases'], ['root', 'Hemorrhage'], ['root', 'Hemorrhoids'], ['root', 'Hyperlipidemias'], ['root', 'Hypertension'], ['root', 'Immunomodulation'], ['root', 'Inflammation'], ['root', 'Insecticides'], ['root', 'Jaundice'], ['root', 'Kidney calculi'], ['root', 'Kidney diseases'], ['root', 'Lactation disorders'], ['root', 'Headache'], ['root', 'Endophthalmitis'], ['root', 'Genital diseases, female'], ['root', 'Emaciation'], ['root', 'Anti-obesity agents'], ['root', 'Emollients'], ['root', 'Antipruritics'], ['root', 'Antipyretics'], ['root', 'Antirheumatic agents'], ['root', 'Aphrodisiacs'], ['root', 'Apnea'], ['root', 'Appetite stimulants'], ['root', 'Arthralgia'], ['root', 'Asthenia'], ['root', 'Asthma'], ['root', 'Bites and stings'], ['root', 'Bronchitis'], ['root', 'Calculi'], ['root', 'Cardiotonic agents'], ['root', 'Antioxidants'], ['root', 'Colic'], ['root', 'Eczema'], ['root', 'Earache'], ['root', 'Dysuria'], ['root', 'Dyspepsia'], ['root', 'Diuretics'], ['root', 'Digestive system diseases'], ['root', 'Dysentery'], ['root', 'Leukorrhea'], ['root', 'Diabetes mellitus'], ['root', 'Demulcents'], ['root', 'Cough'], ['root', 'Common cold'], ['root', 'Diarrhea'], ['root', 'Central nervous system depressants']]"
6116,Hemigraphis hirta,Hemigraphis hirta,"[['leaf', 'Fractures, bone'], ['leaf', 'Migraine disorders'], ['None', 'Dysentery'], ['None', 'Eczema'], ['None', 'Fractures, bone']]"
6129,Heracleum aquilegifolium,Heracleum aquilegifolium,"[['fruit', 'Antioxidants']]"
6131,Heracleum candicans,Heracleum candicans,"[['None', 'Anti-infective agents'], ['fruit', 'Parasympatholytics'], ['fruit', 'Nervous system diseases']]"
6132,Heracleum candolleanum,Heracleum candolleanum,"[['fruit', 'Stomach diseases'], ['root', 'Angiotensin-converting enzyme inhibitors']]"
6133,Heracleum canescens,Heracleum canescens,"[['None', 'Vitiligo'], ['None', 'Hypothermia'], ['root', 'Stomach diseases'], ['None', 'Psoriasis'], ['root', 'Eczema'], ['root', 'Dysentery'], ['root', 'Antifungal agents'], ['root', 'General tonic for rejuvenation']]"
