,Plant_Id,Scientific_Name,Family,Family_Hindi_Name),Species_Name,Common_Name,Habit,Habitat,Comments,Flower_Fruit,Distribution,Key_Feature
672,11673,Stachytarpheta indica,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Stachytarpheta indica (L.) Vahl,,Undershrub,,"The species is polymorphic, shows flower and leaf variations. One has to study to sovle the species identity proble.",,"Karnataka, Kerala",
673,11674,Stachytarpheta jamaicensis,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Stachytarpheta jamaicensis (L.) Vahl,"Devil's Coach whip, Brazilian tea, Oron's rod, Jamaican vervain, Wild Verbena",Undershrub,"Dry and Tropical moist deciduous forests, also in the plains","An introduced plant from Tropical America, now naturalised throughout. The species identity is in conflict",Throughout the year,Kerala,
674,11675,Stachytarpheta mutabilis,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Stachytarpheta mutabilis (Jacq.) Vahl,"The variable Stachytarphyta, Pink snakeweed",Shrub,,"Often on hills above 100m, in and around lake bunds, tanks and slopes of hills",Throughout the year,"Karnataka, Kerala, Maharashtra, Tamil Nadu",
675,11676,Stachytarpheta urticifolia,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Stachytarpheta cayennensis (Rich.) Vahl,Nettle-leaved vervain,Shrub,Moist areas of the forests and plains,,Throughout the year,"Andhra Pradesh, Kerala, Tamil Nadu",
676,11677,Stachyurus himalaicus,STACHYURACEAE,STACHYURUS FAMILY,Stachyurus himalaicus Hook.f. & Thomson ex Benth.,,Tree,,Cultivated,,,
677,11678,Stapelia gigantea,ASCLEPIADACEAE(Milkweed Family),AAK FAMILY  (आक फैमिली),Stapelia gigantea N.E.Br.,,Herb,Plains to high altitudes,Cultivated,,,
678,11679,Stapelia grandiflora,ASCLEPIADACEAE(Milkweed Family),AAK FAMILY  (आक फैमिली),Stapelia grandiflora Masson,,Herb,Garden plant,"Rare in wild, often cultivated in gardens",July-November,,
679,11680,Staphylea emodi,STAPHYLEACEAE(Bladder-Nut Family),TURPINIA FAMILY,Staphylea emodi Wall. ex Brandis,,Deciduous shrub,Undergrowth in forest and moist ravines in Himalayas from 2000-3000 m. altitude,,April-May,Uttarakhand,Inflated capsules and whitish streaked bark
680,11681,Staurochilus ramosus,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Staurochilus ramosus (Lindl.) Seidenf.,,Herb,In damp forests,,-ay onwards,Odisha,
681,11682,Staurogyne glauca,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Staurogyne spatulata (Blume) Koord.,,Herb,Tropical moist deciduous forests and also in waste places,,October-March,"Andhra Pradesh, Goa, Kerala, Odisha, Uttarakhand, Sikkim, Himachal Pradesh, Arunachal Pradesh, Meghalaya, Nagaland, Mizoram, Manipur, Tripura",
682,11683,Staurogyne glutinosa,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Herb,Shaded places,Marshy areas in the deciduous forests,December-March,"Kerala, Odisha",
683,11684,Staurogyne polybotrya,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Herb,Shaded places,,November-January,Odisha,
684,11685,Staurogyne zeylanica,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Herb,Tropical moist deciduous forests and also in the plains,,January-March,"Karnataka, Kerala",
685,11686,Stellaria decumbens,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria decumbens Edgew.,Chickweed,Perennial herb,"Stony and gravelly places of alpine Himalayas, altitude 2800-4500 m.",,June-October,"Uttarakhand, Sikkim",
686,11687,Stellaria decumbens,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria decumbens var. minor Edgew. & Hook.f.,,Perennial herb,"Rocks and gravelly places of alpine Himalayas, altitude above 3200 m.",,July-October,Uttarakhand,
687,11688,Stellaria decumbens,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria decumbens var. polyantha Edgew. & Hook.f.,,Perennial herb,"Stony and gravelly places of alpine Himalayas, altitude above 4500 m.",,July-October,Uttarakhand,
688,11689,Stellaria decumbens,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria decumbens var. pulvinata Edgew. & Hook.f.,,Perennial herb,"Stony and gravelly places of alpine Himalayas, altitude 4200-5500 m.",,July-October,Uttarakhand,
689,11690,Stellaria depauperata,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,"Odontostemma depauperata (Edgew.) Satish Chandra, D.S.Rawat & Pusalkar",,Herb,"Alpine rock crevices, 3800-4880 m. altitude",,August,"Uttarakhand, Sikkim",
690,11691,Stellaria graminea,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria graminea L.,"Grass-like Starwort, Grass Leaved Stitchwort, Grasslike Starwort",Perennial herb,"Temperate and alpine Himalayas, altitude above 3000 m.",,May-July,Uttarakhand,
691,11692,Stellaria himalayensis,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria himalayensis Majumdar,,Perennial herb,"Temperate and alpine Himalayas, altitude 2000-3600 m.",,April-June,Uttarakhand,
692,11693,Stellaria media,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria media (L.) Vill.,,Herb,Degraded forest areas in high ranges,"Abundant on hills as mats; in shady, moist and fallow fields.",January-March,"Karnataka, Kerala, Maharashtra, Tamil Nadu",
693,11694,Stellaria monosperma,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Schizotechium monospermum (Buch.-Ham. ex D.Don) Pusalkar & S.K.Srivast.,,Perennial herb,"Grassy slopes and mixed forests or temperate and alpine Himalayas, altitude 1200-3000 m.",,July-October,"Uttarakhand, Sikkim",
694,11695,Stellaria monosperma,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria monosperma var. paniculata (Edgew.) Majumdar,,Herb,,Introduced and naturalized,,Tamil Nadu,
695,11696,Stellaria patens,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria patens D.Don,,Perennial herb,"Roadsides and margins of cultivation in temperate and alpine Himalayas, altitude 2000-3500 m.",,May-November,"Uttarakhand, Sikkim, Himachal Pradesh",Similar to S. vestita and S. sikkimensis but with whitish pilose hairs on stems and leaf-undersides
696,11697,Stellaria pinvalliaca,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria pinvalliaca Chandra Sek. & S.K.Srivast.,,,,,,Himachal Pradesh,
697,11698,Stellaria semivestita,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria semivestita Edgew.,,Perennial herb,"Temperate Himalayas, altitude 2500-3000 m.",,April-September,Uttarakhand,
698,11699,Stellaria subumbellata,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria irrigua Bunge,,Herb,"Alpine meadows and rocky places of alpine Himalayas, altitude above 3500 m.",,August-September,"Uttarakhand, Sikkim",
699,11700,Stellaria uliginosa,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria alsine Grimm,,Herb,"Streamsides wet and shady places, 610-2400 m. altitude",,Throughout the year,Uttarakhand,
700,11701,Stellaria vestita,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Stellaria vestita Kurz,,Herb,,Introduced and naturalized,,Tamil Nadu,
701,11702,Stellaria webbiana,CARYOPHYLLACEAE(Pink Family),BUGYALE FAMILY,Pseudostellaria webbiana (Benth. ex G.Don) Ikonn.,,,,,,Uttarakhand,
702,11703,Stellera chamaejasme,THYMELAEACEAE(Mezereum Family),RAMETA FAMILY,Stellera chamaejasme L.,Himalayan Stellera,Perennial herb,"Sunny and dry slopes, sandy places; 2600-4200 m",Reputedly poisonous to stock.,April-September,Uttarakhand,"Herbs with erect, simple, leafy shoots arising from woody rootstock"
703,11704,Stemodia serrata,SCROPHULARIACEAE(Figwort Family),BRAHMI FAMILY (ब्राह्मी फैमिली),Stemodia serrata (Hochst.) Benth.,,Herb,Moist situations among grasses,Common,November-February,Maharashtra,"Herbs, robust, annual, viscidly pubescent, stems 4-angled. Leaves sessile, base amplexicaul. Flowers pale purple, axillary, solitary."
704,11705,Stemodia verticillata,SCROPHULARIACEAE(Figwort Family),BRAHMI FAMILY (ब्राह्मी फैमिली),Stemodia verticillata (Mill.) Hassl.,,Herb,Banks of rivers and streams,Sometimes grown in gardens,July-April,"Karnataka, Kerala, Maharashtra","Annual herb, much branched, hirsute"
705,11706,Stemodia viscosa,SCROPHULARIACEAE(Figwort Family),BRAHMI FAMILY (ब्राह्मी फैमिली),Unresolved name,,Herb,Marshy areas,"Often on plains along river banks, low-lying areas, bunds of arable land and fallow fields",October-February,"Andhra Pradesh, Telangana, Kerala, Maharashtra, Odisha, Tamil Nadu",
706,11707,Stemona tuberosa,STEMONACEAE(Stemona Family),STEMONA FAMILY,Stemona tuberosa Lour.,,Climber,Open forests,On hills about 600m. Often more gregarious and associated along moist places.,February-July,"Andhra Pradesh, Odisha, Tamil Nadu",
707,11708,Stenocarpus salignus,PROTEACEAE(Protea Family),SILVER OAK FAMILY (सिल्वर ओक  फैमिली),Unresolved name,,Tree,Tropical evergreen forests,,February-April,Tamil Nadu,"Small tree, leaves elliptic-oblong. Flowers terminal umbellate, light yellow."
708,11709,Stenomesson coccineum,AMARYLLIDACEAE(Amaryllis Family),SUDARSHAN FAMILY (सुदर्शन फैमिली),Clinanthus coccineus (Ruiz & Pav.) Meerow,,Herb,,Cultivated,,,
709,11710,Stenosiphonium confertum,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Shrub,On hills above 1000m in thickets and shola floor,,January-March,"Andhra Pradesh, Karnataka, Tamil Nadu",
710,11711,Stenosiphonium cordifolium,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Undershrub,Scrub and deciduous forests,,December-February,"Andhra Pradesh, Kerala, Tamil Nadu",
711,11712,Stenosiphonium parviflorum,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Shrub,Moist forests and also thickets in Shola,,December-May,"Andhra Pradesh, Tamil Nadu",
712,11713,Stenosiphonium russelianum,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Shrub,,"On foothills to 500m, gregarious. Plants are less viscid with increasing altitude.",October-March,"Andhra Pradesh, Kerala, Tamil Nadu",
713,11714,Stenosiphinium setosum,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Shrub,Tropical evergreen forests,,September-December,"Andhra Pradesh, Kerala",
714,11715,Stenosiphonium wightii,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Unresolved name,,Shrub,Tropical evergreen forests,,December-March,Kerala,
715,11716,Stenotaphrum dimidiatum,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Stenotaphrum dimidiatum (L.) Brongn.,,Herb,Along streams and backwaters,Common near sea-shore. Sometimes cultivated,June-January,"Karnataka, Kerala, Maharashtra",
716,11717,Stenotaphrum secundatum,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Stenotaphrum secundatum (Walter) Kuntze,St. Augustine grass,Herb,Grown as fodder grass,Lawn grass,Throughout the year,Kerala,
717,11718,Stephania elegans,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania elegans Hook.f. & Thomson,Elegant Tape Vine,Twining herb,"Warm broad-leaved forests, 1220-2100m. altitude",,July,"Uttarakhand, Sikkim",
718,11719,Stephania glabra,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania rotunda Lour.,Hairless Tape Vine,Herbaceous climbers,"Climbing on shrubs, often near streams, in Subtropical and Warm broad-leaved forests, 600-1600m. altitude",The stem yields a fibre that is used to make fishing-lines.,May-June,"Odisha, Uttarakhand, Sikkim, West Bengal",
719,11720,Stephania gracilenta,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania gracilenta Miers,Slender Tape Vine,Herbaceous climbers,Climbing on shrubs on mountain slope at altitudes of 2100-2400 m.,,June-August,Uttarakhand,
720,11721,Stephania hernandifolia,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania Hernandifolia Walp.,,Climber,,"The root is regarded as light, bitter, astringent and useful in fever, diarrhoea, urinary diseases, dyspepsia, etc. Sir W. O’Shaughnessy speaks highly of this plant.",,Arunachal Pradesh,"A slender twiner, shoots glabrous. Flowers"
721,11722,Stephania hernandiifolia,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania japonica var. discolor (Blume) Forman,,Climbing shrub,,,,Karnataka,
722,11723,Stephania japonica,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania japonica (Thunb.) Miers,,Climbing shrub,"Tropical evergreen forests, Tropical moist deciduous forests- on waysides, on thickets, exposed slopes, fences and shola borders",,Throughout the year,"Andhra Pradesh, Kerala, Maharashtra, Odisha, Tamil Nadu",
723,11724,Stephania japonica,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania japonica var. discolor (Blume) Forman,,Climbing shrub,Tropical evergreen forests,,March-August,"Andhra Pradesh, Kerala",
724,11725,Stephania japonica,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Stephania japonica var. timoriensis (DC.) Forman,,Climber,,Found in hilly regions,May-December,Odisha,
725,11726,Stephania wightii,MENISPERMACEAE(Moonseed Family),GILOY FAMILY (गिलोय फैमिली,Unresolved name,,Climber,"Tropical evergreen forests, Tropical semi-evergreen forests, especially in rock crevices",,April-June,"Kerala, Tamil Nadu",
726,11727,Stephanophysum longifolium,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Ruellia brevifolia (Pohl) C.Ezcurra,"Common wild petunia, Red Christmas pride, Stephanophysum, Tropical wild petunia",Herb,"Weed on hillsides, along trails and roadsides",Ornamental plant,,Uttarakhand,
727,11728,Stephanotis floribunda,ASCLEPIADACEAE(Milkweed Family),AAK FAMILY  (आक फैमिली),Marsdenia floribunda (Brongn.) Schltr.,,Climber,,Occasionally cultivated in gardens,,Maharashtra,"Flowers in terminal, white,dichasial cymes; highly fragrant."
728,11729,Stephegyne  diversifolia,RUBIACEAE(Madder Or Coffee Family),COFFEE FAMILY (कॉफी फैमिली),Mitragyna diversifolia (Wall. ex G.Don) Havil.,,,,,,Andaman and Nicobar Islands,
729,11730,Sterculia armata,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Sterculia villosa Roxb.,,Tree,,,February-April,Maharashtra,"Stem with large cordiform scars, grey. Leaves crowded at the end of branches. Infloerscence paniculate. Panicles as long as leaves, erect, many flowered."
730,11731,Sterculia balanghas,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Unresolved name,,Tree,"Tropical moist deciduous forests, sacred groves in the plains",,December-August,"Kerala, Maharashtra, Tamil Nadu","Medium-sized tree, bark white; follicles ovoid orange-scarlet"
731,11732,Sterculia discolor,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Brachychiton discolor F.Muell.,,Tree,,,January,Maharashtra,"Trees with swollen trunks. Leaves alternate, palmately irregularly 5-7 lobed, white tomentose below. Flowers dark bluish grey in colour, in axillary panicles, without petals. Calyx Petalloid, bell shaped."
732,11733,Sterculia foetida,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Sterculia foetida L.,"Java Olive, Foetid Sterculia, Skunk Tree",Tree,Deciduous forests and in the plains along coastal areas,Frequently planted along roadsides. On hilly slopes of deciduous forests up to 1000m. Often planted around places of worship. Seeds are roasted and eaten.,March-August,"Andhra Pradesh, Kerala, Maharashtra, Odisha, Tamil Nadu","Follicles woody, boat-shaped"
733,11734,Sterculia guttata,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Unresolved name,,Tree,"Moist deciduous and Tropical semi-evergreen forests, also along ghats",Occasional in deciduous forests in full sun and also along shola border up to 1200m.,September-March,"Andhra Pradesh, Kerala, Maharashtra, Tamil Nadu","Follicles woody, obovoid, bright red or scarlet, stellately villous without"
734,11735,Sterculia lanceolata,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Sterculia lanceolata Cav.,"Scarlet Sterculia, Lanceleaf Sterculia",Tree,,"The bright red fruits give this species an interesting look. It will grow well on slopes or near rivers and streams. In Hong Kong, it is widely planted in parks.",,Arunachal Pradesh,Small evergreen tree. Habitat
735,11736,Sterculia nobilis,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Not found in The Plant List,,Tree,,,,,
736,11737,Sterculia parviflora,STERCULIACEAE(Sterculia Or Cocoa Family),COCOA FAMILY,Sterculia parviflora Roxb. ex G.Don,"Common Sterculia, Kelumpang",Tree,Deciduous forests,,January-February,Andaman and Nicobar Islands,"A tall tree with a light-coloured, cut reddish brown. Leaves oblong to elliptic, blunt, base rounded and 3-nerved, glabrous, with about 10 pairs of lateral nerves; petiole thickened at the top. Flowers rather small, yellowish-brown, in panicles from just below the leaves; calyx globular, the segments joined by their tips. Follicles coriaceous, scarlet when ripe."
